ID	Style	Category	Artist	Title	Image URL
57726f48edc2cb3880ba012f	Post Renaissance Art	Romanticism	Francisco Goya	Charles IV of Spain and his family	https://uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg
577271d3edc2cb3880c2e4cf	Post Renaissance Art	Romanticism	Orest Kiprensky	Portrait of Alexander Pushkin	https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg
577284e7edc2cb3880ff375a	Modern Art	Post-Impressionism	Roger Fry	"View on the Cote d&#39;Azur, Menton"	https://uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg
57726e47edc2cb3880b699f7	Post Renaissance Art	Realism	Charles-Francois Daubigny	French Coastal Scene	https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg
57728984edc2cb38800de804	Post Renaissance Art	Rococo	Joseph-Marie Vien	Greek Woman at the Bath	https://uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg
57727023edc2cb3880bcfefa	Renaissance Art	Early Renaissance	Pietro Perugino	Christ Handing the Keys to St. Peter	https://uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg
5772842cedc2cb3880fd1c07	Modern Art	Art Informel	Willi Baumeister	Monturi with Red and Blue	https://uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg
57727ffeedc2cb3880efda19	Modern Art	Expressionism	Tivadar Kosztka Csontvary	Teacher in Morocco	https://uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg
577283d7edc2cb3880fbee6c	Modern Art	Abstract Expressionism	Marcel Barbeau	Virgin Forest	https://uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg
57728204edc2cb3880f63d8a	Modern Art	Abstract Art	S. H. Raza	Clocher du Village	https://uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg
57728228edc2cb3880f6c6a5	Modern Art	Post-Impressionism	Janos Tornyai	Wheatland with Woman of Shawl	https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg
57728943edc2cb38800d2c83	Modern Art	Magic Realism	Pierre Roy	Boris Anrep in his Studio, 65 Boulevard Arago	https://uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg
57727f7bedc2cb3880ee1357	Modern Art	Cubism	Amadeo de Souza-Cardoso	Landscape	https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg
57727fb8edc2cb3880eecaef	Modern Art	Surrealism	Edward Weston	Dunes, Oceano	https://uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg
577284e2edc2cb3880ff2f1e	Modern Art	Neo-Expressionism	Manuel Neri	Figure with Legs Crossed	https://uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg
5772798fedc2cb3880dbc750	Renaissance Art	Northern Renaissance	Martin Schongauer	Ecce Homo	https://uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg
57728219edc2cb3880f6b0be	Post Renaissance Art	Neoclassicism	Vieira Portuense	"S&#250;plica de In&#234;s de Castro"	https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg
577283d0edc2cb3880fbe34c	Modern Art	Abstract Expressionism	Jock Macdonald	From a Riviera Window	https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg
5772812dedc2cb3880f3ad4d	Modern Art	Cubism	Louis Marcoussis	La Table	https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg
57727cd1edc2cb3880e5de05	Modern Art	Impressionism	Max Liebermann	Woman and Her Goats in the Dunes	https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg
577280f3edc2cb3880f30270	Modern Art	Neo-Expressionism	Nyoman Masriadi	Save the Land	https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg
57726ea4edc2cb3880b7e54e	Post Renaissance Art	Realism	Jean-Francois Millet	Harvesters Resting	https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg
577287c8edc2cb388008244b	Modern Art	Neo-Expressionism	Nathan Oliveira	Golden Head	https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg
5772857fedc2cb38800120d4	Post Renaissance Art	Romanticism	John Hoppner	Mary Robinson as Perdita	https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg
57727b73edc2cb3880e18b92	Post Renaissance Art	Realism	Fyodor Vasilyev	Rye	https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg
57727d89edc2cb3880e7e8d7	Renaissance Art	High Renaissance	Andrea Solario	The Lute Player	https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg
57727759edc2cb3880d461ff	Post Renaissance Art	Romanticism	Vasily Tropinin	Portrait of Alexander Pushkin	https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg
57727696edc2cb3880d1f359	Renaissance Art	Early Renaissance	Filippo Lippi	Annunciation	https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg
577285e4edc2cb388002632f	Modern Art	Pop Art	Allen Jones	Table	https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg
57726ecdedc2cb3880b8857f	Modern Art	Post-Impressionism	Paul Gauguin	The Seed of the Areoi	https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg
5772845fedc2cb3880fdc0e9	Modern Art	Post-Impressionism	Santiago Rusinol	Terraced Garden in Mallorca	https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg
59839e9cedc2c9658c2f54cd	Modern Art	Lyrical Abstraction	Li CHEVALIER	Arrachement	https://uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg
57727043edc2cb3880bd8d6a	Post Renaissance Art	Realism	Camille Corot	Souvenir of Mortefontaine	https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg
577281caedc2cb3880f59ad8	Post Renaissance Art	Neoclassicism	Gheorghe Tattarescu	February 11th, 1866 - The Modern Romania	https://uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg
577287c4edc2cb3880081d4b	Renaissance Art	Northern Renaissance	Nicholas Hilliard	Elizabeth I - The Pelican Portrait	https://uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg
57728736edc2cb388006b3a6	Modern Art	Abstract Expressionism	William Turnbull	Head	https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg
577278cfedc2cb3880d93a9e	Renaissance Art	High Renaissance	Vittore Carpaccio	The Virgin Reading	https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg
57727e83edc2cb3880eb0d2b	Renaissance Art	High Renaissance	Andrea Mantegna	Julius Caesar on a triumphal car	https://uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg
577281a6edc2cb3880f510b1	Modern Art	Cubism	Lyonel Feininger	Jesuiten III (Jesuits III)	https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg
577272d6edc2cb3880c69b39	Modern Art	Post-Impressionism	Paul Cezanne	Mont Sainte-Victoire	https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg
57728a18edc2cb38800fd615	Post Renaissance Art	Romanticism	Charles Turner	Cyril Jackson	https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg
57728261edc2cb3880f7748f	Post Renaissance Art	Rococo	Canaletto	Perspective with a Portico	https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg
57728108edc2cb3880f3227e	Post Renaissance Art	Rococo	Dmitry Levitzky	Portrait of Countess N. F. Vorontsova	https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg
57728225edc2cb3880f6c23d	Modern Art	Art Informel	Julius Bissier	29.6.61 T	https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg
57727b79edc2cb3880e18fc4	Post Renaissance Art	Romanticism	George Stubbs	Mares and Foals in a River Landscape	https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg
57728736edc2cb388006b406	Modern Art	Abstract Expressionism	William Turnbull	Horse	https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg
57728172edc2cb3880f46baf	Modern Art	Art Informel	Jean Rene Bazaine	Chicago (detail)	https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg
577270e8edc2cb3880bfa325	Modern Art	Neo-Expressionism	Jean-Michel Basquiat	Bird on Money	https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg
577279ceedc2cb3880dc81af	Modern Art	Expressionism	Franz Marc	Blue Fox	https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg
57727802edc2cb3880d64fcf	Modern Art	Surrealism	Balthus	Children	https://uploads0.wikiart.org/images/balthus/children-1937.jpg
57727029edc2cb3880bd081a	Renaissance Art	High Renaissance	Pietro Perugino	The vision of St. Bernard	https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg
577283cbedc2cb3880fbda39	Modern Art	Abstract Expressionism	Aaron Siskind	Feet 102	https://uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg
5772839fedc2cb3880fb4537	Modern Art	Impressionism	Henry Herbert La Thangue	Farm Near Horsey, Norfolk	https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg
57727f93edc2cb3880ee394c	Modern Art	Post-Impressionism	Stefan Luchian	Interior (Lorica)	https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg
57727ec7edc2cb3880ec220c	Post Renaissance Art	Neoclassicism	Yannoulis Chalepas	Mercury, Venus and Pegasus	https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg
57727564edc2cb3880ce16c4	Post Renaissance Art	Realism	Vasily Perov	Last Journey	https://uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg
57726e43edc2cb3880b694c1	Renaissance Art	Northern Renaissance	Pieter Bruegel the Elder	Parable of the Blind	https://uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg
577282e6edc2cb3880f940ee	Modern Art	Surrealism	Brassai	Couple kissing under the Pont au Double, Paris	https://uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg
57727f92edc2cb3880ee392c	Modern Art	Post-Impressionism	Stefan Luchian	Hair Washing	https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg
57728415edc2cb3880fca475	Post Renaissance Art	Baroque	Artemisia Gentileschi	Portrait of a Condottiero	https://uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg
577286aaedc2cb388004e49a	Post Renaissance Art	Romanticism	Horace Vernet	The Emperor Napoleon I	https://uploads7.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/the-dream-the-bed-1940.jpg
577287ceedc2cb3880082ecd	Modern Art	Neo-Expressionism	Henry Villierme	A Quiet Moment	https://uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg
57727ca6edc2cb3880e542d2	Post Renaissance Art	Baroque	Esaias van de Velde	Ice on the moat entertainment	https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg
577280e0edc2cb3880f28f46	Modern Art	Pop Art	Patrick Caulfield	Still Life with Dagger	https://uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg
577281f5edc2cb3880f62505	Modern Art	Cubism	"F&#233;lix Del Marle"	"Study for a portrait of Jean Dupr&#233;"	https://uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg
5772832fedc2cb3880fa0ccf	Modern Art	Expressionism	Helene Schjerfbeck	Self-portrait with Black Background	https://uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg
57728067edc2cb3880f1288d	Modern Art	Cubism	"Andr&#233; Lhote"	Le Port de Bordeaux	https://uploads2.wikiart.org/images/helene-schjerfbeck/self-portrait-with-black-background-1915.jpg
577277bbedc2cb3880d58903	Modern Art	Surrealism	Jean Arp	Human Concretion	https://uploads5.wikiart.org/images/andr-lhote/le-port-de-bordeaux-1915.jpg
577277fcedc2cb3880d646d5	Modern Art	Impressionism	Willard Metcalf	Old Woman with Child and Goose	https://uploads4.wikiart.org/images/jean-arp/human-concretion.jpg
57728045edc2cb3880f09f7f	Modern Art	Abstract Expressionism	Henri Matisse	The Beasts of the Sea	https://uploads3.wikiart.org/images/willard-metcalf/old-woman-with-child-and-goose-1885.jpg
57727bd5edc2cb3880e2c5b4	Modern Art	Color Field Painting	Barnett Newman	Midnight Blue	https://uploads1.wikiart.org/images/henri-matisse/the-beasts-of-the-sea-1950.jpg
577281c2edc2cb3880f58f90	Post Renaissance Art	Neoclassicism	Abraham van Strij	Winter landscape	https://uploads7.wikiart.org/images/barnett-newman/not-detected-265181(1).jpg
57728415edc2cb3880fca3b5	Post Renaissance Art	Baroque	Artemisia Gentileschi	An Allegory of Peace and the Arts under the English Crown	https://uploads4.wikiart.org/images/abraham-van-strij/winter-landscape.jpg
57728143edc2cb3880f3d1b1	Post Renaissance Art	Neoclassicism	John William Godward	Under the Blossom that Hangs on the Bough	https://uploads0.wikiart.org/images/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg
577288f1edc2cb38800bff1f	Contemporary Art	Minimalism	Nasreen Mohamedi	Untitled	https://uploads1.wikiart.org/images/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917.jpg
593467a4edc2c9b408c15286	Modern Art	Expressionism	Stanisław Wyspiański	Portret Pagaczewskiego	https://uploads0.wikiart.org/images/nasreen-mohamedi/untitled-1969.jpg
57728703edc2cb3880061039	Modern Art	Lyrical Abstraction	Kazuo Shiraga	Sacred Flame	https://uploads1.wikiart.org/00135/images/stanislaw-wyspianski/wyspia-ski-portret-pagaczewskiego-1904.jpg
57728325edc2cb3880f9fd85	Renaissance Art	Northern Renaissance	Cristovao de Figueiredo	"Tr&#226;nsito da virgem"	https://uploads1.wikiart.org/images/kazuo-shiraga/sacred-flame-1975.jpg
5772837dedc2cb3880fabbc2	Modern Art	Impressionism	Marianne North	Red Sea	https://uploads8.wikiart.org/images/cristovao-de-figueiredo/tr-nsito-da-virgem-1525.jpg
57728478edc2cb3880fde8d1	Modern Art	Abstract Expressionism	Victor Hugo	Abstract Composition	https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg
5772848dedc2cb3880fe5c7f	Post Renaissance Art	Baroque	Paul Bril	View of a Port	https://uploads2.wikiart.org/images/victor-hugo/abstract-composition.jpg
57727ee7edc2cb3880ec4f8e	Post Renaissance Art	Neoclassicism	Giacomo Quarenghi	View of the New Jerusalem Monastery near Moscow	https://uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg
57728194edc2cb3880f4f5bd	Modern Art	Art Informel	Alberto Burri	Combustione	https://uploads4.wikiart.org/images/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg
57727ce5edc2cb3880e5fb4f	Modern Art	Impressionism	Pericles Pantazis 	Mauvaise Recette	https://uploads0.wikiart.org/images/alberto-burri/combustione-1957.jpg
577287f5edc2cb388008c4d9	Modern Art	Lyrical Abstraction	Marcelle Loubchansky	Sans titre	https://uploads4.wikiart.org/images/p-ricl-s-pantazis/mauvaise-recette.jpg
57728794edc2cb3880077e35	Contemporary Art	Minimalism	Gianni Piacentino	Dull-Amaranth Disk	https://uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg
57727dd8edc2cb3880e90c81	Post Renaissance Art	Baroque	Adriaen van de Venne	Fishing for Souls	https://uploads2.wikiart.org/images/gianni-piacentino/dull-amaranth-disk-1966.jpg
57727ab7edc2cb3880df97fa	Modern Art	Cubism	Max Beckmann	The Iron Bridge (View of Frankfurt)	https://uploads8.wikiart.org/images/adriaen-van-de-venne/fishing-for-souls.jpg
58d32aededc2c998786cbeb5	Modern Art	Magic Realism	Nina Tokhtaman Valetova	Infinity	https://uploads7.wikiart.org/images/max-beckmann/the-iron-footbridge-1922.jpg
57728400edc2cb3880fc8331	Modern Art	Art Informel	Zao Wou-Ki	Vol d’oiseaux	https://uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg
5772797dedc2cb3880db565a	Post Renaissance Art	Realism	Nikolai Ge	Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof	https://uploads8.wikiart.org/images/zao-wou-ki/vol-d-oiseaux-1954.jpg
57728619edc2cb38800309bd	Post Renaissance Art	Romanticism	Thomas Girtin	Pont-y-Pair	https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg
59ae559cedc2c9cdd86c5224	Renaissance Art	Northern Renaissance	Quentin Matsys	An Old Woman (The Ugly Duchess)	https://uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg
57728742edc2cb388006c728	Modern Art	Art Informel	Antonio Areal	Untitled	https://uploads3.wikiart.org/00148/images/quentin-matsys/quinten-massys-an-old-woman-the-ugly-duchess-google-art-project.jpg
577270e8edc2cb3880bfa375	Modern Art	Neo-Expressionism	Jean-Michel Basquiat	Boy and dog in a Johnnypump	https://uploads6.wikiart.org/images/antonio-areal/untitled-1962.jpg
577275ccedc2cb3880cf618e	Modern Art	Abstract Art	"Georgia O&#39;Keeffe"	Blue-02	https://uploads0.wikiart.org/images/jean-michel-basquiat/boy-and-dog-in-a-johnnypump.jpg
57727f7cedc2cb3880ee145f	Contemporary Art	Minimalism	Frank Stella	The Marriage of Reason and Squalor	https://uploads3.wikiart.org/images/georgia-o-keeffe/blue-02.jpg
57728649edc2cb388003a837	Post Renaissance Art	Romanticism	Anne-Louis Girodet	The Sleep of Endymion	https://uploads4.wikiart.org/images/frank-stella/the-marriage-of-reason-and-squalor-1959.jpg
57727f4bedc2cb3880ed8b25	Contemporary Art	Minimalism	Agnes Martin	Night Sea	https://uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg
57726ff1edc2cb3880bc543b	Post Renaissance Art	Neoclassicism	Jacques-Louis David	Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800	https://uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg
57727fa8edc2cb3880eeb2f0	Contemporary Art	Minimalism	Jo Baer	Primary Light Group: Red, Green, Blue	https://uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg
577282c9edc2cb3880f8c0e4	Modern Art	Impressionism	Nicolae Grigorescu	Columbine in Green	https://uploads8.wikiart.org/images/jo-baer/primary-light-group-red-green-blue-1965.jpg
58aae502edc2c923e4650705	Post Renaissance Art	Baroque	Agostino Tassi	Naufragio Della Flotta Di Enea	https://uploads3.wikiart.org/images/nicolae-grigorescu/columbine-in-green-1874.jpg
577289a7edc2cb38800e760c	Post Renaissance Art	Rococo	Charles Willson Peale	Benjamin and Eleanor Ridgley Laming	https://uploads0.wikiart.org/00120/images/agostino-tassi/naufragio-della-flotta-di-enea-1627.jpg
577287acedc2cb388007f855	Modern Art	Pop Art	Samuel Buri	Untitled	https://uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg
577281c7edc2cb3880f597ca	Post Renaissance Art	Realism	Vasily Sadovnikov	View of Palace Square and Winter Palace in St. Petersburg	https://uploads4.wikiart.org/images/samuel-buri/untitled-1969.jpg
57728437edc2cb3880fd2cbf	Modern Art	Art Informel	Helmut Sturm	Untitled	https://uploads8.wikiart.org/images/vasily-sadovnikov/view-of-palace-square-and-winter-palace-in-st-petersburg.jpg
577280cbedc2cb3880f26e45	Modern Art	Magic Realism	Stefan Caltia	Wing Seller	https://uploads5.wikiart.org/images/helmut-sturm/untitled-1964.jpg
577283a1edc2cb3880fb4727	Modern Art	Impressionism	Henry Herbert La Thangue	"The Boat Builder&#39;s Yard, Cancale, Brittany"	https://uploads0.wikiart.org/images/stefan-caltia/wing-seller-2006.jpg
577284a1edc2cb3880fe7865	Modern Art	Lyrical Abstraction	Ray Parker	Spring	https://uploads4.wikiart.org/images/henry-herbert-la-thangue/the-boat-builder-s-yard-cancale-brittany-1881.jpg
5772779bedc2cb3880d4fdef	Renaissance Art	Early Renaissance	Andrea del Verrocchio	Madonna and Child	https://uploads1.wikiart.org/images/ray-parker/spring-1984.jpg
577286e4edc2cb3880058c40	Modern Art	Cubism	Wyndham Lewis	The Crowd	https://uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg
577278deedc2cb3880d94eb0	Post Renaissance Art	Baroque	Jacob Jordaens	Portrait of a Young Married Couple	https://uploads7.wikiart.org/images/wyndham-lewis/the-crowd-1915.jpg
5772831aedc2cb3880f9eb2d	Modern Art	Pop Art	Arman	Madison Avenue	https://uploads6.wikiart.org/images/jacob-jordaens/portrait-of-a-young-married-couple-1620.jpg
